t_s,v_kmh,P_wheel_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
1428.4000,1.7036,3.3502,5.8702,4.1167,0.2361,0.0000
1428.5000,2.0443,4.0200,6.6441,3.3660,0.2362,0.0000
1428.6000,2.3850,4.6897,7.4177,2.6156,0.2363,0.0000
1428.7000,2.7256,5.3592,8.1911,1.8654,0.2363,0.0000
1428.8000,3.0662,6.0283,8.9640,1.1157,0.2364,0.0000
1428.9000,3.4067,6.6969,9.7365,0.3664,0.2364,0.0000
1429.0000,3.7472,7.3650,10.5082,-0.4062,0.2364,0.0000
1429.1000,4.0875,8.0323,11.2792,-1.2010,0.2364,0.0000
1429.2000,4.4278,8.6988,12.0491,-1.9948,0.2363,0.0000
1429.3000,4.7679,9.3642,12.8178,-2.7873,0.2363,0.0000
1429.4000,5.1078,10.0284,13.5852,-3.5783,0.2362,0.0000
1429.5000,5.4476,10.6912,14.3508,-4.3677,0.2361,0.0000
1429.6000,5.7872,11.3524,15.1146,-5.1551,0.2359,0.0000
1429.7000,6.1266,12.0117,15.8763,-5.9403,0.2358,0.0000
1429.8000,6.4657,12.6689,16.6355,-6.7230,0.2356,0.0000
1429.9000,6.8045,13.3237,17.3920,-7.5029,0.2354,0.0000
1430.0000,7.1430,13.9760,18.1455,-8.2797,0.2352,0.0000
1430.1000,7.4812,14.6253,18.8956,-9.0530,0.2349,0.0000
1430.2000,7.8190,15.2715,19.6421,-9.8226,0.2347,0.0000
1430.3000,8.1564,15.9142,20.3845,-10.5880,0.2344,0.0000
1430.4000,8.4933,16.5531,21.1226,-11.3489,0.2341,0.0000
1430.5000,8.8297,17.1878,21.8559,-12.1049,0.2338,0.0000
1430.6000,9.1657,17.8181,22.5840,-12.8555,0.2334,0.0000
1430.7000,9.5010,18.4436,23.3067,-13.6005,0.2331,0.0000
1430.8000,9.8357,19.0640,24.0233,-14.3393,0.2327,0.0000
1430.9000,10.1698,19.6788,24.7336,-15.0715,0.2323,0.0000
1431.0000,10.5032,20.2878,25.4371,-15.7968,0.2318,0.0000
1431.1000,10.8359,20.8905,26.1333,-16.5146,0.2314,0.0000
1431.2000,11.1677,21.4865,26.8219,-17.2244,0.2309,0.0000
1431.3000,11.4987,22.0755,27.5023,-17.9259,0.2304,0.0000
1431.4000,11.8289,22.6572,28.1742,-18.6186,0.2299,0.0000
1431.5000,12.1581,23.2309,28.8371,-19.3020,0.2294,0.0000
1431.6000,12.4863,23.7965,29.4905,-19.9755,0.2288,0.0000
1431.7000,12.8134,24.3535,30.1339,-20.6389,0.2283,0.0000
1431.8000,13.1395,24.9015,30.7669,-21.2915,0.2277,0.0000
1431.9000,13.4644,25.4400,31.3891,-21.9329,0.2271,0.0000
1432.0000,13.7882,25.9688,31.9999,-22.5626,0.2265,0.0000
1432.1000,14.1107,26.4873,32.5989,-23.1802,0.2258,0.0000
1432.2000,14.4318,26.9953,33.1858,-23.7851,0.2252,0.0000
1432.3000,14.7516,27.4923,33.7599,-24.3770,0.2245,0.0000
1432.4000,15.0700,27.9779,34.3209,-24.9554,0.2238,0.0000
1432.5000,15.3870,28.4518,34.8684,-25.5198,0.2231,0.0000
1432.6000,15.7023,28.9136,35.4019,-26.0698,0.2224,0.0000
1432.7000,16.0161,29.3629,35.9210,-26.6049,0.2217,0.0000
1432.8000,16.3283,29.7995,36.4253,-27.1249,0.2209,0.0000
1432.9000,16.6387,30.2229,36.9145,-27.6292,0.2202,0.0000
1433.0000,16.9474,30.6329,37.3881,-28.1174,0.2194,0.0000
1433.1000,17.2543,31.0291,37.8458,-28.5893,0.2186,0.0000
1433.2000,17.5593,31.4113,38.2873,-29.0445,0.2178,0.0000
1433.3000,17.8624,31.7792,38.7123,-29.4825,0.2170,0.0000
1433.4000,18.1635,32.1324,39.1203,-29.9032,0.2162,0.0000
1433.5000,18.4626,32.4708,39.5113,-30.3063,0.2154,0.0000
1433.6000,18.7596,32.7941,39.8848,-30.6913,0.2145,0.0000
1433.7000,19.0544,33.1022,40.2407,-31.0582,0.2136,0.0000
1433.8000,19.3471,33.3948,40.5787,-31.4067,0.2128,0.0000
1433.9000,19.6375,33.6718,40.8986,-31.7365,0.2119,0.0000
1434.0000,19.9256,33.9329,41.2004,-32.0476,0.2110,0.0000
1434.1000,20.2114,34.1782,41.4837,-32.3397,0.2101,0.0000
1434.2000,20.4947,34.4074,41.7485,-32.6127,0.2092,0.0000
1434.3000,20.7756,34.6206,41.9948,-32.8666,0.2083,0.0000
1434.4000,21.0541,34.8176,42.2223,-33.1011,0.2074,0.0000
1434.5000,21.3300,34.9983,42.4311,-33.3164,0.2065,0.0000
1434.6000,21.6033,35.1629,42.6212,-33.5124,0.2055,0.0000
1434.7000,21.8740,35.3112,42.7926,-33.6891,0.2046,0.0000
1434.8000,22.1420,35.4434,42.9453,-33.8465,0.2037,0.0000
1434.9000,22.4073,35.5594,43.0793,-33.9847,0.2027,0.0000
1435.0000,22.6699,35.6594,43.1948,-34.1037,0.2018,0.0000
1435.1000,22.9297,35.7434,43.2918,-34.2037,0.2008,0.0000
1435.2000,23.1867,35.8115,43.3706,-34.2849,0.1999,0.0000
1435.3000,23.4408,35.8640,43.4312,-34.3474,0.1989,0.0000
1435.4000,23.6921,35.9009,43.4738,-34.3913,0.1980,0.0000
1435.5000,23.9405,35.9224,43.4987,-34.4170,0.1970,0.0000
1435.6000,24.1859,35.9288,43.5061,-34.4246,0.1961,0.0000
1435.7000,24.4284,35.9203,43.4962,-34.4144,0.1951,0.0000
1435.8000,24.6679,35.8970,43.4693,-34.3867,0.1942,0.0000
1435.9000,24.9044,34.7596,42.1553,-33.0321,0.1932,0.0000
1436.0000,25.1212,32.4955,39.5397,-30.3356,0.1923,0.0000
1436.1000,25.3189,30.2434,36.9381,-27.6535,0.1915,0.0000
1436.2000,25.4980,28.0122,34.3606,-24.9963,0.1908,0.0000
1436.3000,25.6593,25.8101,31.8166,-22.3736,0.1901,0.0000
1436.4000,25.8033,24.7829,30.6300,-21.1503,0.1895,0.0000
1436.5000,25.9473,24.7795,30.6261,-21.1463,0.1889,0.0000
1436.6000,26.0891,24.6486,30.4748,-20.9903,0.1884,0.0000
1436.7000,26.2291,24.4831,30.2837,-20.7933,0.1878,0.0000
1436.8000,26.3664,24.0501,29.7834,-20.2775,0.1872,0.0000
1436.9000,26.4982,23.2966,28.9129,-19.3801,0.1867,0.0000
1437.0000,26.6230,22.4807,27.9704,-18.4085,0.1861,0.0000
1437.1000,26.7415,21.5949,26.9470,-17.3535,0.1856,0.0000
1437.2000,26.8522,20.6212,25.8222,-16.1939,0.1852,0.0000
1437.3000,26.9557,19.8685,24.9526,-15.2974,0.1847,0.0000
1437.4000,27.0546,19.4372,24.4545,-14.7838,0.1843,0.0000
1437.5000,27.1509,19.0504,24.0076,-14.3231,0.1839,0.0000
1437.6000,27.2434,18.6249,23.5161,-13.8164,0.1835,0.0000
1437.7000,27.3328,18.2019,23.0273,-13.3125,0.1831,0.0000
1437.8000,27.4185,17.6222,22.3578,-12.6222,0.1828,0.0000
1437.9000,27.4991,16.9150,21.5408,-11.7800,0.1824,0.0000
1438.0000,27.5742,16.2398,20.7607,-10.9758,0.1821,0.0000
1438.1000,27.6448,15.5159,19.9245,-10.1137,0.1818,0.0000
1438.2000,27.7095,14.8302,19.1323,-9.2970,0.1816,0.0000
1438.3000,27.7702,14.3961,18.6308,-8.7800,0.1813,0.0000
1438.4000,27.8284,14.0789,18.2643,-8.4022,0.1811,0.0000
1438.5000,27.8843,13.9533,18.1192,-8.2526,0.1808,0.0000
1438.6000,27.9404,14.0210,18.1975,-8.3333,0.1806,0.0000
1438.7000,27.9967,14.0765,18.2616,-8.3993,0.1804,0.0000
1438.8000,28.0531,14.0918,18.2793,-8.4177,0.1802,0.0000
1438.9000,28.1092,14.0661,18.2496,-8.3870,0.1799,0.0000
1439.0000,28.1648,13.9872,18.1585,-8.2931,0.1797,0.0000
1439.1000,28.2195,14.0091,18.1837,-8.3191,0.1795,0.0000
1439.2000,28.2749,14.0421,18.2219,-8.3585,0.1792,0.0000
1439.3000,28.3296,13.9442,18.1087,-8.2418,0.1790,0.0000
1439.4000,28.3833,13.8163,17.9611,-8.0895,0.1788,0.0000
1439.5000,28.4358,13.6852,17.8096,-7.9334,0.1785,0.0000
1439.6000,28.4874,13.3787,17.4555,-7.5684,0.1783,0.0000
1439.7000,28.5355,13.0114,17.0312,-7.1309,0.1781,0.0000
1439.8000,28.5819,12.7219,16.6967,-6.7861,0.1779,0.0000
1439.9000,28.6258,12.5216,16.4653,-6.5476,0.1777,0.0000
1440.0000,28.6692,12.4316,16.3614,-6.4404,0.1776,0.0000
1440.1000,28.7117,12.5838,16.5371,-6.6216,0.1774,0.0000
1440.2000,28.7568,12.8937,16.8952,-6.9908,0.1772,0.0000
1440.3000,28.8030,13.2621,17.3208,-7.4295,0.1770,0.0000
1440.4000,28.8526,13.6798,17.8033,-7.9269,0.1768,0.0000
1440.5000,28.9039,13.9507,18.1162,-8.2495,0.1766,0.0000
1440.6000,28.9567,14.1137,18.3046,-8.4437,0.1763,0.0000
1440.7000,29.0098,14.0165,18.1923,-8.3280,0.1761,0.0000
1440.8000,29.0609,13.5328,17.6335,-7.7518,0.1759,0.0000
1440.9000,29.1073,12.6938,16.6643,-6.7527,0.1757,0.0000
1441.0000,29.1472,11.7206,15.5401,-5.5937,0.1755,0.0000
1441.1000,29.1807,10.7174,14.3810,-4.3988,0.1754,0.0000
1441.2000,29.2074,9.9468,13.4908,-3.4811,0.1752,0.0000
1441.3000,29.2307,9.5800,13.0671,-3.0442,0.1752,0.0000
1441.4000,29.2526,9.5666,13.0517,-3.0283,0.1751,0.0000
1441.5000,29.2757,9.7029,13.2091,-3.1906,0.1750,0.0000
1441.6000,29.2991,9.8171,13.3410,-3.3266,0.1749,0.0000
1441.7000,29.3235,9.8720,13.4044,-3.3920,0.1748,0.0000
1441.8000,29.3476,9.7190,13.2277,-3.2098,0.1747,0.0000
1441.9000,29.3699,9.2454,12.6806,-2.6458,0.1746,0.0000
1442.0000,29.3878,8.6183,11.9561,-1.8989,0.1746,0.0000
1442.1000,29.4019,7.9705,11.2077,-1.1273,0.1745,0.0000
1442.2000,29.4114,7.2564,10.3828,-0.2769,0.1745,0.0000
1442.3000,29.4163,6.5865,9.6089,0.4901,0.1745,0.0000
1442.4000,29.4172,6.0101,8.9431,1.1360,0.1745,0.0000
1442.5000,29.4147,5.7195,8.6074,1.4616,0.1746,0.0000
1442.6000,29.4118,5.7228,8.6112,1.4579,0.1746,0.0000
1442.7000,29.4094,5.7388,8.6296,1.4401,0.1746,0.0000
1442.8000,29.4067,5.7521,8.6450,1.4251,0.1747,0.0000
1442.9000,29.4045,5.8999,8.8158,1.2594,0.1747,0.0000
1443.0000,29.4037,5.8106,8.7126,1.3596,0.1748,0.0000
1443.1000,29.4004,5.4874,8.3392,1.7217,0.1748,0.0000
1443.2000,29.3955,5.2801,8.0997,1.9541,0.1749,0.0000
1443.3000,29.3895,5.1614,7.9626,2.0870,0.1749,0.0000
1443.4000,29.3830,5.0644,7.8506,2.1957,0.1750,0.0000
1443.5000,29.3758,4.9835,7.7571,2.2864,0.1750,0.0000
1443.6000,29.3684,5.1098,7.9030,2.1449,0.1751,0.0000
1443.7000,29.3628,5.4080,8.2475,1.8107,0.1752,0.0000
1443.8000,29.3592,5.5644,8.4282,1.6354,0.1752,0.0000
1443.9000,29.3557,5.5587,8.4216,1.6418,0.1752,0.0000
1444.0000,29.3520,5.5334,8.3923,1.6702,0.1753,0.0000
1444.1000,29.3481,5.3390,8.1678,1.8880,0.1753,0.0000
1444.2000,29.3420,5.0734,7.8609,2.1856,0.1754,0.0000
1444.3000,29.3348,4.9198,7.6835,2.3578,0.1755,0.0000
1444.4000,29.3267,4.9624,7.7327,2.3101,0.1755,0.0000
1444.5000,29.3200,5.2233,8.0341,2.0177,0.1756,0.0000
1444.6000,29.3153,5.3532,8.1842,1.8721,0.1756,0.0000
1444.7000,29.3103,5.3502,8.1807,1.8755,0.1757,0.0000
1444.8000,29.3056,5.5276,8.3857,1.6767,0.1757,0.0000
1444.9000,29.3029,5.6285,8.5023,1.5636,0.1758,0.0000
1445.0000,29.2995,5.4576,8.3048,1.7551,0.1758,0.0000
1445.1000,29.2946,5.3126,8.1373,1.9176,0.1759,0.0000
1445.2000,29.2893,5.1300,7.9264,2.1222,0.1759,0.0000
1445.3000,29.2821,4.8205,7.5688,2.4690,0.1760,0.0000
1445.4000,29.2729,4.6118,7.3277,2.7029,0.1761,0.0000
1445.5000,29.2630,4.5026,7.2015,2.8253,0.1761,0.0000
1445.6000,29.2524,4.3270,6.9987,3.0221,0.1762,0.0000
1445.7000,29.2403,4.1233,6.7633,3.2503,0.1763,0.0000
1445.8000,29.2271,4.0144,6.6376,3.3723,0.1764,0.0000
1445.9000,29.2136,3.8987,6.5039,3.5020,0.1765,0.0000
1446.0000,29.1990,3.8512,6.4490,3.5552,0.1766,0.0000
1446.1000,29.1849,3.9673,6.5832,3.4251,0.1767,0.0000
1446.2000,29.1718,4.1590,6.8046,3.2103,0.1768,0.0000
1446.3000,29.1603,4.2559,6.9166,3.1017,0.1769,0.0000
1446.4000,29.1484,4.2895,6.9553,3.0641,0.1770,0.0000
1446.5000,29.1374,4.2903,6.9562,3.0632,0.1771,0.0000
1446.6000,29.1256,4.1756,6.8238,3.1917,0.1771,0.0000
1446.7000,29.1131,4.1668,6.8137,3.2015,0.1772,0.0000
1446.8000,29.1012,4.3741,7.0530,2.9693,0.1773,0.0000
1446.9000,29.0914,4.5581,7.2656,2.7631,0.1774,0.0000
1447.0000,29.0820,4.7609,7.4999,2.5359,0.1775,0.0000
1447.1000,29.0749,5.1440,7.9425,2.1065,0.1775,0.0000
1447.2000,29.0705,5.5079,8.3629,1.6987,0.1776,0.0000
1447.3000,29.0681,5.6487,8.5255,1.5410,0.1776,0.0000
1447.4000,29.0655,5.7015,8.5865,1.4818,0.1777,0.0000
1447.5000,29.0638,5.7185,8.6062,1.4627,0.1777,0.0000
1447.6000,29.0614,5.5798,8.4460,1.6182,0.1778,0.0000
1447.7000,29.0579,5.2275,8.0389,2.0130,0.1778,0.0000
1447.8000,29.0510,4.9466,7.7145,2.3277,0.1779,0.0000
1447.9000,29.0439,4.9228,7.6870,2.3544,0.1779,0.0000
1448.0000,29.0367,4.9153,7.6783,2.3628,0.1780,0.0000
1448.1000,29.0295,4.8481,7.6007,2.4381,0.1781,0.0000
1448.2000,29.0215,4.8806,7.6382,2.4017,0.1781,0.0000
1448.3000,29.0147,5.0184,7.7974,2.2473,0.1782,0.0000
1448.4000,29.0085,5.0800,7.8686,2.1782,0.1783,0.0000
1448.5000,29.0026,5.0520,7.8362,2.2097,0.1783,0.0000
1448.6000,28.9960,5.1104,7.9036,2.1442,0.1784,0.0000
1448.7000,28.9908,5.2469,8.0614,1.9912,0.1784,0.0000
1448.8000,28.9860,5.1114,7.9048,2.1431,0.1785,0.0000
1448.9000,28.9792,4.9595,7.7294,2.3132,0.1786,0.0000
1449.0000,28.9724,5.1296,7.9259,2.1226,0.1786,0.0000
1449.1000,28.9678,5.3313,8.1589,1.8966,0.1787,0.0000
1449.2000,28.9637,5.3533,8.1843,1.8720,0.1787,0.0000
1449.3000,28.9593,5.4778,8.3281,1.7325,0.1788,0.0000
1449.4000,28.9569,5.6942,8.5782,1.4900,0.1788,0.0000
1449.5000,28.9554,5.8273,8.7319,1.3409,0.1789,0.0000
1449.6000,28.9547,6.0547,8.9946,1.0860,0.1789,0.0000
1449.7000,28.9561,6.4137,9.4093,0.6837,0.1789,0.0000
1449.8000,28.9601,6.8825,9.9508,0.1585,0.1789,0.0000
1449.9000,28.9676,7.3195,10.4557,-0.3521,0.1789,0.0000
1450.0000,28.9773,7.6072,10.7881,-0.6947,0.1789,0.0000
1450.1000,28.9885,7.8482,11.0665,-0.9817,0.1789,0.0000
1450.2000,29.0012,8.0778,11.3317,-1.2552,0.1789,0.0000
1450.3000,29.0154,8.2130,11.4879,-1.4162,0.1788,0.0000
1450.4000,29.0298,8.3822,11.6833,-1.6177,0.1788,0.0000
1450.5000,29.0461,8.5007,11.8203,-1.7589,0.1787,0.0000
1450.6000,29.0620,8.3952,11.6984,-1.6332,0.1787,0.0000
1450.7000,29.0769,8.3636,11.6619,-1.5956,0.1786,0.0000
1450.8000,29.0922,8.4913,11.8094,-1.7476,0.1786,0.0000
1450.9000,29.1087,8.5139,11.8355,-1.7746,0.1785,0.0000
1451.0000,29.1243,8.5996,11.9346,-1.8767,0.1785,0.0000
1451.1000,29.1418,8.9214,12.3063,-2.2599,0.1784,0.0000
1451.2000,29.1615,9.1779,12.6026,-2.5654,0.1784,0.0000
1451.3000,29.1822,9.1951,12.6224,-2.5858,0.1783,0.0000
1451.4000,29.2019,9.1706,12.5941,-2.5567,0.1782,0.0000
1451.5000,29.2222,9.2930,12.7355,-2.7024,0.1782,0.0000
1451.6000,29.2435,9.5507,13.0333,-3.0094,0.1781,0.0000
1451.7000,29.2670,9.9086,13.4467,-3.4356,0.1780,0.0000
1451.8000,29.2927,10.3154,13.9167,-3.9201,0.1779,0.0000
1451.9000,29.3213,10.7698,14.4417,-4.4613,0.1778,0.0000
1452.0000,29.3528,11.3686,15.1334,-5.1744,0.1776,0.0000
1452.1000,29.3889,11.9637,15.8209,-5.8832,0.1775,0.0000
1452.2000,29.4278,5.3926,8.2297,1.8280,0.1774,0.0000
1452.3000,29.3793,-8.1948,-5.0936,14.7516,0.1776,8.1948
1452.4000,29.2437,-21.7301,-16.8102,26.1167,0.1782,21.7301
1452.5000,29.0202,-35.3172,-28.5716,37.5252,0.1791,35.3172
1452.6000,28.7058,-48.7094,-40.1642,48.7700,0.1803,48.7094
1452.7000,28.3015,-54.8099,-45.4450,53.8924,0.1817,54.8099
1452.8000,27.8971,-54.0610,-44.7967,53.2636,0.1832,54.0610
1452.9000,27.4927,-53.3106,-44.1472,52.6335,0.1847,53.3106
1453.0000,27.0883,-52.5588,-43.4963,52.0022,0.1861,52.5588
1453.1000,26.6839,-51.8055,-42.8443,51.3697,0.1876,51.8055
1453.2000,26.2795,-51.0508,-42.1910,50.7360,0.1890,51.0508
1453.3000,25.8751,-50.2947,-41.5365,50.1011,0.1904,50.2947
1453.4000,25.4707,-49.5372,-40.8808,49.4651,0.1918,49.5372
1453.5000,25.0663,-48.7784,-40.2239,48.8280,0.1931,48.7784
1453.6000,24.6619,-48.0182,-39.5659,48.1897,0.1945,48.0182
1453.7000,24.2575,-47.2568,-38.9068,47.5504,0.1958,47.2568
1453.8000,23.8532,-46.4940,-38.2465,46.9099,0.1971,46.4940
1453.9000,23.4488,-45.7300,-37.5852,46.2684,0.1984,45.7300
1454.0000,23.0444,-44.9648,-36.9228,45.6259,0.1997,44.9648
1454.1000,22.6400,-44.1983,-36.2593,44.9823,0.2010,44.1983
1454.2000,22.2356,-43.4307,-35.5948,44.3377,0.2022,43.4307
1454.3000,21.8312,-42.6618,-34.9293,43.6922,0.2034,42.6618
1454.4000,21.4268,-41.8918,-34.2627,43.0456,0.2046,41.8918
1454.5000,21.0224,-41.1207,-33.5952,42.3981,0.2058,41.1207
1454.6000,20.6180,-40.3484,-32.9267,41.7497,0.2070,40.3484
1454.7000,20.2136,-39.5751,-32.2573,41.1003,0.2081,39.5751
1454.8000,19.8092,-38.8007,-31.5869,40.4501,0.2093,38.8007
1454.9000,19.4049,-38.0252,-30.9157,39.7990,0.2104,38.0252
1455.0000,19.0005,-37.2487,-30.2435,39.1470,0.2115,37.2487
1455.1000,18.5961,-36.4712,-29.5705,38.4941,0.2126,36.4712
1455.2000,18.1917,-35.6927,-28.8966,37.8405,0.2136,35.6927
1455.3000,17.7873,-34.9133,-28.2219,37.1860,0.2147,34.9133
1455.4000,17.3829,-34.1329,-27.5464,36.5307,0.2157,34.1329
1455.5000,16.9785,-33.3516,-26.8700,35.8747,0.2167,33.3516
1455.6000,16.5741,-32.5693,-26.1929,35.2179,0.2177,32.5693
1455.7000,16.1697,-31.7862,-25.5151,34.5604,0.2186,31.7862
1455.8000,15.7653,-31.0023,-24.8365,33.9021,0.2196,31.0023
1455.9000,15.3609,-30.2175,-24.1571,33.2432,0.2205,30.2175
1456.0000,14.9566,-29.4319,-23.4771,32.5835,0.2214,29.4319
1456.1000,14.5522,-28.6455,-22.7964,31.9232,0.2223,28.6455
1456.2000,14.1478,-27.8584,-22.1150,31.2623,0.2232,27.8584
1456.3000,13.7434,-27.0704,-21.4329,30.6007,0.2241,27.0704
1456.4000,13.3390,-26.2818,-20.7503,29.9385,0.2249,26.2818
1456.5000,12.9346,-25.4925,-20.0670,29.2757,0.2257,25.4925
1456.6000,12.5302,-24.7024,-19.3831,28.6124,0.2265,24.7024
1456.7000,12.1258,-23.9117,-18.6987,27.9485,0.2273,23.9117
1456.8000,11.7214,-23.1204,-18.0136,27.2840,0.2281,23.1204
1456.9000,11.3170,-22.3284,-17.3281,26.6190,0.2288,22.3284
1457.0000,10.9126,-21.5359,-16.6420,25.9535,0.2296,21.5359
1457.1000,10.5083,-20.7427,-15.9555,25.2876,0.2303,20.7427
1457.2000,10.1039,-19.9490,-15.2684,24.6211,0.2310,19.9490
1457.3000,9.6995,-19.1548,-14.5809,23.9543,0.2317,19.1548
1457.4000,9.2951,-18.3600,-13.8930,23.2869,0.2323,18.3600
1457.5000,8.8907,-17.5648,-13.2046,22.6192,0.2329,17.5648
1457.6000,8.4863,-16.7691,-12.5158,21.9511,0.2336,16.7691
1457.7000,8.0819,-15.9729,-11.8266,21.2826,0.2342,15.9729
1457.8000,7.6775,-15.1763,-10.2898,19.7918,0.2347,14.1975
1457.9000,7.2731,-14.3793,-8.6377,18.1893,0.2353,12.2890
1458.0000,6.8687,-13.5820,-7.0969,16.6947,0.2357,10.5090
1458.1000,6.4643,-12.7842,-5.6675,15.3083,0.2362,8.8578
1458.2000,6.0600,-11.9504,-4.3308,14.0116,0.2366,7.3135
1458.3000,5.6578,-11.0037,-3.0631,12.7820,0.2370,5.8491
1458.4000,5.2637,-9.8745,-1.8699,11.6246,0.2373,4.4707
1458.5000,4.8877,-8.6473,-0.8260,10.6120,0.2376,3.2647
1458.6000,4.5341,-7.4355,0.0253,9.7863,0.2379,2.2813
1458.7000,4.2069,-6.2919,0.6854,9.1460,0.2382,1.5187
1458.8000,3.9078,-5.2886,1.1688,8.6770,0.2384,0.9602
1458.9000,3.6344,-4.4874,1.5071,8.3488,0.2386,0.5694
1459.0000,3.3801,-3.8434,1.7471,8.1161,0.2389,0.2922
1459.1000,3.1437,-3.2890,1.9182,7.9501,0.2391,0.0945
1459.2000,2.9237,-2.8119,2.0000,7.8708,0.2393,0.0000
1459.3000,2.7192,-2.4015,2.0000,7.8708,0.2395,0.0000
1459.4000,2.5290,-2.0487,2.0000,7.8708,0.2398,0.0000
1459.5000,2.3520,-1.7455,2.0000,7.8708,0.2400,0.0000
1459.6000,2.1875,-1.4851,2.0000,7.8708,0.2402,0.0000
1459.7000,2.0345,-1.2615,2.0000,7.8708,0.2404,0.0000
1459.8000,1.8921,-1.0698,2.0000,7.8708,0.2406,0.0000
1459.9000,1.7598,-0.9054,2.0000,7.8708,0.2409,0.0000
1460.0000,1.6366,-0.7647,2.0000,7.8708,0.2411,0.0000
1460.1000,1.5221,-0.6442,2.0000,7.8708,0.2413,0.0000
1460.2000,1.4157,-0.5412,2.0000,7.8708,0.2415,0.0000
1460.3000,1.3166,-0.4532,2.0000,7.8708,0.2417,0.0000
1460.4000,1.2245,-0.3782,2.0000,7.8708,0.2419,0.0000
1460.5000,1.1388,-0.3142,2.0000,7.8708,0.2422,0.0000
1460.6000,1.0592,-0.2598,2.0000,7.8708,0.2424,0.0000
1460.7000,0.9851,-0.2136,2.0000,7.8708,0.2426,0.0000
1460.8000,0.9162,-0.1744,2.0000,7.8708,0.2428,0.0000
1460.9000,0.8521,-0.1412,2.0000,7.8708,0.2430,0.0000
1461.0000,0.7925,-0.1131,2.0000,7.8708,0.2433,0.0000
1461.1000,0.7370,-0.0895,2.0000,7.8708,0.2435,0.0000
1461.2000,0.6855,-0.0697,2.0000,7.8708,0.2437,0.0000
1461.3000,0.6375,-0.0530,2.0000,7.8708,0.2439,0.0000
1461.4000,0.5929,-0.0392,2.0000,7.8708,0.2441,0.0000
1461.5000,0.5514,-0.0276,2.0000,7.8708,0.2443,0.0000
1461.6000,0.5128,-0.0181,2.0000,7.8708,0.2446,0.0000
1461.7000,0.4770,-0.0103,2.0000,7.8708,0.2448,0.0000
1461.8000,0.4436,-0.0038,2.0000,7.8708,0.2450,0.0000
1461.9000,0.4126,0.0013,2.0016,7.8693,0.2452,0.0000
1462.0000,0.3837,0.0055,2.0064,7.8646,0.2454,0.0000
1462.1000,0.3569,0.0088,2.0102,7.8609,0.2457,0.0000
1462.2000,0.3319,0.0114,2.0131,7.8580,0.2459,0.0000
1462.3000,0.3087,0.0133,2.0154,7.8558,0.2461,0.0000
1462.4000,0.2871,0.0148,2.0171,7.8542,0.2463,0.0000
1462.5000,0.2670,0.0158,2.0183,7.8530,0.2465,0.0000
1462.6000,0.2483,0.0165,2.0190,7.8523,0.2468,0.0000
1462.7000,0.2309,0.0169,2.0195,7.8519,0.2470,0.0000
1462.8000,0.2148,0.0170,2.0197,7.8517,0.2472,0.0000
1462.9000,0.1998,-0.0813,2.0000,7.8708,0.2474,0.0000
1463.0000,0.0000,-0.0000,2.0000,7.8708,0.2476,0.0000
1463.1000,0.0000,0.0000,2.0000,7.8708,0.2478,0.0000
1463.2000,0.0000,0.0000,2.0000,7.8708,0.2481,0.0000
1463.3000,0.0000,0.0000,2.0000,7.8708,0.2483,0.0000
1463.4000,0.0000,0.0000,2.0000,7.8708,0.2485,0.0000
1463.5000,0.0000,0.0000,2.0000,7.8708,0.2487,0.0000
1463.6000,0.0000,0.0000,2.0000,7.8708,0.2489,0.0000
1463.7000,0.0000,0.0000,2.0000,7.8708,0.2492,0.0000
1463.8000,0.0000,0.0000,2.0000,7.8708,0.2494,0.0000
1463.9000,0.0000,0.0000,2.0000,7.8708,0.2496,0.0000
1464.0000,0.0000,0.0000,2.0000,7.8708,0.2498,0.0000
1464.1000,0.0000,0.0000,2.0000,7.8708,0.2500,0.0000
1464.2000,0.0000,0.0000,2.0000,7.8708,0.2502,0.0000
1464.3000,0.0000,0.0000,2.0000,7.8708,0.2505,0.0000
1464.4000,0.0000,0.0000,2.0000,7.8708,0.2507,0.0000
1464.5000,0.0000,0.0000,2.0000,7.8708,0.2509,0.0000
1464.6000,0.0000,0.0000,2.0000,7.8708,0.2511,0.0000
1464.7000,0.0000,0.0000,2.0000,7.8708,0.2513,0.0000
1464.8000,0.0000,0.0000,2.0000,7.8708,0.2516,0.0000
1464.9000,0.0000,0.0000,2.0000,7.8708,0.2518,0.0000
1465.0000,0.0000,0.0000,2.0000,7.8708,0.2520,0.0000
1465.1000,0.0000,0.0000,2.0000,7.8708,0.2522,0.0000
1465.2000,0.0000,0.0000,2.0000,7.8708,0.2524,0.0000
1465.3000,0.0000,0.0000,2.0000,7.8708,0.2527,0.0000
1465.4000,0.0000,0.0000,2.0000,7.8708,0.2529,0.0000
1465.5000,0.0000,0.0000,2.0000,7.8708,0.2531,0.0000
1465.6000,0.0000,0.0000,2.0000,7.8708,0.2533,0.0000
1465.7000,0.0000,0.0000,2.0000,7.8708,0.2535,0.0000
1465.8000,0.0000,0.0000,2.0000,7.8708,0.2537,0.0000
1465.9000,0.0000,0.0000,2.0000,7.8708,0.2540,0.0000
1466.0000,0.0000,0.0000,2.0000,7.8708,0.2542,0.0000
1466.1000,0.0000,0.0000,2.0000,7.8708,0.2544,0.0000
